Period,Number,Result,Timestamp
20260905100051576,6,BIG,2026-09-05 13:08:00
20260905100051577,4,SMALL,2026-09-05 13:08:29
20260905100051578,9,BIG,2026-09-05 13:08:58
20260905100051579,0,SMALL,2026-09-05 13:09:27
20260905100051580,2,SMALL,2026-09-05 13:10:01
20260905100051581,3,SMALL,2026-09-05 13:10:30
20260905100051582,9,BIG,2026-09-05 13:10:59
20260905100051583,9,BIG,2026-09-05 13:11:28
20260905100051584,6,BIG,2026-09-05 13:11:57
20260905100051585,0,SMALL,2026-09-05 13:12:31
20260905100051586,6,BIG,2026-09-05 13:13:00
20260905100051587,8,BIG,2026-09-05 13:13:29
20260905100051588,5,BIG,2026-09-05 13:13:58
20260905100051589,0,SMALL,2026-09-05 13:14:27
20260905100051590,7,BIG,2026-09-05 13:15:01
20260905100051591,8,BIG,2026-09-05 13:15:30
20260905100051592,0,SMALL,2026-09-05 13:15:59
20260905100051593,5,BIG,2026-09-05 13:16:28
20260905100051594,7,BIG,2026-09-05 13:16:57
20260905100051595,4,SMALL,2026-09-05 13:17:31
20260905100051596,7,BIG,2026-09-05 13:18:00
20260905100051597,8,BIG,2026-09-05 13:18:29
20260905100051598,6,BIG,2026-09-05 13:18:58
20260905100051599,7,BIG,2026-09-05 13:19:27
20260905100051600,7,BIG,2026-09-05 13:20:01
20260905100051601,7,BIG,2026-09-05 13:20:30
20260905100051602,5,BIG,2026-09-05 13:20:59
20260905100051603,0,SMALL,2026-09-05 13:21:33
20260905100051604,6,BIG,2026-09-05 13:22:01
20260905100051605,8,BIG,2026-09-05 13:22:30
20260905100051606,8,BIG,2026-09-05 13:22:59
20260905100051607,5,BIG,2026-09-05 13:23:28
20260905100051608,4,SMALL,2026-09-05 13:23:57
20260905100051609,0,SMALL,2026-09-05 13:24:31
20260905100051610,2,SMALL,2026-09-05 13:25:00
20260905100051611,8,BIG,2026-09-05 13:25:29
20260905100051612,1,SMALL,2026-09-05 13:25:58
20260905100051613,6,BIG,2026-09-05 13:26:32
20260905100051614,9,BIG,2026-09-05 13:27:01
20260905100051615,5,BIG,2026-09-05 13:27:29
20260905100051616,0,SMALL,2026-09-05 13:27:58
20260905100051617,2,SMALL,2026-09-05 13:28:27
20260905100051618,6,BIG,2026-09-05 13:29:01
20260905100051619,2,SMALL,2026-09-05 13:29:30
20260905100051620,6,BIG,2026-09-05 13:29:59
20260905100051621,2,SMALL,2026-09-05 13:30:28
20260905100051622,4,SMALL,2026-09-05 13:30:57
20260905100051623,0,SMALL,2026-09-05 13:31:31
20260905100051624,0,SMALL,2026-09-05 13:31:59
20260905100051625,5,BIG,2026-09-05 13:32:28
20260905100051626,6,BIG,2026-09-05 13:32:57
20260905100051627,9,BIG,2026-09-05 13:33:31
20260905100051628,0,SMALL,2026-09-05 13:34:01
20260905100051629,4,SMALL,2026-09-05 13:34:30
20260905100051630,5,BIG,2026-09-05 13:34:58
20260905100051631,1,SMALL,2026-09-05 13:35:27
20260905100051632,8,BIG,2026-09-05 13:36:01
20260905100051633,8,BIG,2026-09-05 13:36:29
20260905100051634,9,BIG,2026-09-05 13:36:58
20260905100051635,2,SMALL,2026-09-05 13:37:27
20260905100051636,1,SMALL,2026-09-05 13:38:01
20260905100051637,8,BIG,2026-09-05 13:38:34
20260905100051638,0,SMALL,2026-09-05 13:38:59
20260905100051639,4,SMALL,2026-09-05 13:39:28
20260905100051640,7,BIG,2026-09-05 13:40:01
20260905100051641,2,SMALL,2026-09-05 13:40:31
20260905100051642,8,BIG,2026-09-05 13:41:01
20260905100051643,2,SMALL,2026-09-05 13:41:30
20260905100051644,1,SMALL,2026-09-05 13:41:59
20260905100051645,0,SMALL,2026-09-05 13:42:28
20260905100051646,3,SMALL,2026-09-05 13:42:57
20260905100051647,1,SMALL,2026-09-05 13:43:31
20260905100051648,4,SMALL,2026-09-05 13:44:00
20260905100051649,1,SMALL,2026-09-05 13:44:28
20260905100051650,8,BIG,2026-09-05 13:44:57
20260905100051651,9,BIG,2026-09-05 13:45:31
20260905100051652,4,SMALL,2026-09-05 13:46:00
20260905100051653,9,BIG,2026-09-05 13:46:29
20260905100051654,5,BIG,2026-09-05 13:46:58
20260905100051655,6,BIG,2026-09-05 13:47:32
20260905100051656,9,BIG,2026-09-05 13:48:01
20260905100051657,6,BIG,2026-09-05 13:48:30
20260905100051658,2,SMALL,2026-09-05 13:48:59
20260905100051659,1,SMALL,2026-09-05 13:49:28
20260905100051660,5,BIG,2026-09-05 13:50:01
20260905100051661,6,BIG,2026-09-05 13:50:31
20260905100051662,0,SMALL,2026-09-05 13:51:00
20260905100051663,3,SMALL,2026-09-05 13:51:29
20260905100051664,2,SMALL,2026-09-05 13:51:58
20260905100051665,2,SMALL,2026-09-05 13:52:27
20260905100051666,0,SMALL,2026-09-05 13:53:01
20260905100051667,6,BIG,2026-09-05 13:53:30
20260905100051668,3,SMALL,2026-09-05 13:53:59
20260905100051669,9,BIG,2026-09-05 13:54:28
20260905100051670,8,BIG,2026-09-05 13:54:57
20260905100051671,0,SMALL,2026-09-05 13:55:31
20260905100051672,2,SMALL,2026-09-05 13:56:00
20260905100051673,3,SMALL,2026-09-05 13:56:29
20260905100051674,6,BIG,2026-09-05 13:56:58
20260905100051675,8,BIG,2026-09-05 13:57:32
20260905100051676,7,BIG,2026-09-05 13:58:01
20260905100051677,3,SMALL,2026-09-05 13:58:30
20260905100051678,1,SMALL,2026-09-05 13:58:59
20260905100051679,0,SMALL,2026-09-05 13:59:28
20260905100051680,7,BIG,2026-09-05 14:00:02
20260905100051681,8,BIG,2026-09-05 14:00:31
20260905100051682,7,BIG,2026-09-05 14:00:58
20260905100051683,0,SMALL,2026-09-05 14:01:31
20260905100051684,2,SMALL,2026-09-05 14:02:00
20260905100051685,1,SMALL,2026-09-05 14:02:29
20260905100051686,6,BIG,2026-09-05 14:02:58
20260905100051687,4,SMALL,2026-09-05 14:03:31
20260905100051688,1,SMALL,2026-09-05 14:04:06
20260905100051689,1,SMALL,2026-09-05 14:04:36
20260905100051690,7,BIG,2026-09-05 14:04:58
20260905100051691,7,BIG,2026-09-05 14:05:27
20260905100051692,0,SMALL,2026-09-05 14:06:00
20260905100051693,4,SMALL,2026-09-05 14:06:28
20260905100051694,9,BIG,2026-09-05 14:07:05
20260905100051695,6,BIG,2026-09-05 14:07:28
20260905100051696,4,SMALL,2026-09-05 14:07:58
20260905100051697,7,BIG,2026-09-05 14:08:34
20260905100051698,4,SMALL,2026-09-05 14:08:58
20260905100051699,3,SMALL,2026-09-05 14:09:31
20260905100051700,8,BIG,2026-09-05 14:10:00
20260905100051701,0,SMALL,2026-09-05 14:10:30
20260905100051702,5,BIG,2026-09-05 14:10:59
20260905100051703,0,SMALL,2026-09-05 14:11:28
20260905100051704,5,BIG,2026-09-05 14:12:01
20260905100051705,1,SMALL,2026-09-05 14:12:35
20260905100051706,4,SMALL,2026-09-05 14:12:59
20260905100051707,1,SMALL,2026-09-05 14:13:28
20260905100051708,6,BIG,2026-09-05 14:13:57
20260905100051709,5,BIG,2026-09-05 14:14:31
20260905100051710,9,BIG,2026-09-05 14:15:00
20260905100051711,6,BIG,2026-09-05 14:15:29
20260905100051712,3,SMALL,2026-09-05 14:15:58
20260905100051713,4,SMALL,2026-09-05 14:16:27
20260905100051714,6,BIG,2026-09-05 14:17:01
20260905100051715,9,BIG,2026-09-05 14:17:29
20260905100051716,5,BIG,2026-09-05 14:17:58
20260905100051717,1,SMALL,2026-09-05 14:18:27
20260905100051718,8,BIG,2026-09-05 14:19:01
20260905100051719,9,BIG,2026-09-05 14:19:30
20260905100051720,1,SMALL,2026-09-05 14:19:59
20260905100051721,0,SMALL,2026-09-05 14:20:27
20260905100051722,4,SMALL,2026-09-05 14:21:01
20260905100051723,9,BIG,2026-09-05 14:21:30
20260905100051724,0,SMALL,2026-09-05 14:21:59
20260905100051725,3,SMALL,2026-09-05 14:22:28
20260905100051726,2,SMALL,2026-09-05 14:22:57
20260905100051727,6,BIG,2026-09-05 14:23:31
20260905100051728,2,SMALL,2026-09-05 14:24:01
20260905100051729,2,SMALL,2026-09-05 14:24:30
20260905100051730,5,BIG,2026-09-05 14:24:59
20260905100051731,6,BIG,2026-09-05 14:25:28
20260905100051732,2,SMALL,2026-09-05 14:25:57
20260905100051733,3,SMALL,2026-09-05 14:26:31
20260905100051734,8,BIG,2026-09-05 14:27:00
20260905100051735,4,SMALL,2026-09-05 14:27:30
20260905100051736,8,BIG,2026-09-05 14:27:59
20260905100051737,5,BIG,2026-09-05 14:28:28
20260905100051738,4,SMALL,2026-09-05 14:29:01
20260905100051739,2,SMALL,2026-09-05 14:29:30
20260905100051740,4,SMALL,2026-09-05 14:30:00
20260905100051741,1,SMALL,2026-09-05 14:30:29
20260905100051742,3,SMALL,2026-09-05 14:30:58
20260905100051743,2,SMALL,2026-09-05 14:31:31
20260905100051744,8,BIG,2026-09-05 14:32:01
20260905100051745,1,SMALL,2026-09-05 14:32:30
20260905100051746,1,SMALL,2026-09-05 14:32:59
20260905100051747,3,SMALL,2026-09-05 14:33:28
20260905100051748,3,SMALL,2026-09-05 14:34:02
20260905100051749,5,BIG,2026-09-05 14:34:31
20260905100051750,4,SMALL,2026-09-05 14:34:58
20260905100051751,2,SMALL,2026-09-05 14:35:32
20260905100051752,4,SMALL,2026-09-05 14:36:00
20260905100051753,0,SMALL,2026-09-05 14:36:29
20260905100051754,6,BIG,2026-09-05 14:36:58
20260905100051755,0,SMALL,2026-09-05 14:37:32
20260905100051756,4,SMALL,2026-09-05 14:38:01
20260905100051757,0,SMALL,2026-09-05 14:38:30
20260905100051758,3,SMALL,2026-09-05 14:38:59
20260905100051759,5,BIG,2026-09-05 14:39:27
20260905100051760,1,SMALL,2026-09-05 14:40:01
20260905100051761,0,SMALL,2026-09-05 14:40:29
20260905100051762,5,BIG,2026-09-05 14:40:58
20260905100051763,1,SMALL,2026-09-05 14:41:27
20260905100051764,6,BIG,2026-09-05 14:42:01
20260905100051765,2,SMALL,2026-09-05 14:42:30
20260905100051766,0,SMALL,2026-09-05 14:42:59
20260905100051767,3,SMALL,2026-09-05 14:43:28
20260905100051768,3,SMALL,2026-09-05 14:44:02
20260905100051769,3,SMALL,2026-09-05 14:44:31
20260905100051770,8,BIG,2026-09-05 14:44:59
20260905100051771,8,BIG,2026-09-05 14:45:28
20260905100051772,2,SMALL,2026-09-05 14:45:57
20260905100051773,8,BIG,2026-09-05 14:46:31
20260905100051774,2,SMALL,2026-09-05 14:47:00
20260905100051775,4,SMALL,2026-09-05 14:47:29
20260905100051776,4,SMALL,2026-09-05 14:47:57
20260905100051777,3,SMALL,2026-09-05 14:48:31
20260905100051778,2,SMALL,2026-09-05 14:49:00
20260905100051779,0,SMALL,2026-09-05 14:49:29
20260905100051780,3,SMALL,2026-09-05 14:49:58
20260905100051781,3,SMALL,2026-09-05 14:50:31
20260905100051782,6,BIG,2026-09-05 14:51:00
20260905100051783,1,SMALL,2026-09-05 14:51:29
20260905100051784,1,SMALL,2026-09-05 14:51:59
20260905100051785,9,BIG,2026-09-05 14:52:28
20260905100051786,2,SMALL,2026-09-05 14:53:01
20260905100051787,8,BIG,2026-09-05 14:53:30
20260905100051788,9,BIG,2026-09-05 14:53:59
20260905100051789,6,BIG,2026-09-05 14:54:29
20260905100051790,2,SMALL,2026-09-05 14:54:58
20260905100051791,1,SMALL,2026-09-05 14:55:31
20260905100051792,8,BIG,2026-09-05 14:56:00
20260905100051793,7,BIG,2026-09-05 14:56:29
20260905100051794,8,BIG,2026-09-05 14:56:59
20260905100051795,7,BIG,2026-09-05 14:57:28
20260905100051796,0,SMALL,2026-09-05 14:58:01
20260905100051797,3,SMALL,2026-09-05 14:58:30
20260905100051798,1,SMALL,2026-09-05 14:58:59
20260905100051799,4,SMALL,2026-09-05 14:59:29
20260905100051800,6,BIG,2026-09-05 14:59:58
20260905100051801,2,SMALL,2026-09-05 15:00:31
20260905100051802,3,SMALL,2026-09-05 15:01:01
20260905100051803,9,BIG,2026-09-05 15:01:30
20260905100051804,2,SMALL,2026-09-05 15:01:59
20260905100051805,1,SMALL,2026-09-05 15:02:28
20260905100051806,4,SMALL,2026-09-05 15:02:57
20260905100051807,7,BIG,2026-09-05 15:03:31
20260905100051808,7,BIG,2026-09-05 15:04:00
20260905100051809,1,SMALL,2026-09-05 15:04:29
20260905100051810,8,BIG,2026-09-05 15:04:58
20260905100051811,9,BIG,2026-09-05 15:05:27
20260905100051812,9,BIG,2026-09-05 15:06:01
20260905100051813,0,SMALL,2026-09-05 15:06:31
20260905100051814,2,SMALL,2026-09-05 15:07:00
20260905100051815,5,BIG,2026-09-05 15:07:30
20260905100051816,4,SMALL,2026-09-05 15:07:59
20260905100051817,8,BIG,2026-09-05 15:08:28
20260905100051818,9,BIG,2026-09-05 15:08:57
20260905100051819,5,BIG,2026-09-05 15:09:31
20260905100051820,0,SMALL,2026-09-05 15:10:00
20260905100051821,4,SMALL,2026-09-05 15:10:29
20260905100051822,0,SMALL,2026-09-05 15:10:58
20260905100051823,2,SMALL,2026-09-05 15:11:27
20260905100051824,5,BIG,2026-09-05 15:12:01
20260905100051825,4,SMALL,2026-09-05 15:12:29
20260905100051826,4,SMALL,2026-09-05 15:12:59
20260905100051827,6,BIG,2026-09-05 15:13:28
20260905100051828,0,SMALL,2026-09-05 15:14:01
20260905100051829,1,SMALL,2026-09-05 15:14:30
20260905100051830,6,BIG,2026-09-05 15:14:59
20260905100051831,4,SMALL,2026-09-05 15:15:29
20260905100051832,8,BIG,2026-09-05 15:15:58
20260905100051833,1,SMALL,2026-09-05 15:16:31
20260905100051834,0,SMALL,2026-09-05 15:17:00
20260905100051835,1,SMALL,2026-09-05 15:17:28
20260905100051836,4,SMALL,2026-09-05 15:18:01
20260905100051837,4,SMALL,2026-09-05 15:18:30
20260905100051838,7,BIG,2026-09-05 15:18:59
20260905100051839,0,SMALL,2026-09-05 15:19:29
20260905100051840,7,BIG,2026-09-05 15:19:58
20260905100051841,2,SMALL,2026-09-05 15:20:31
20260905100051842,1,SMALL,2026-09-05 15:21:00
20260905100051843,4,SMALL,2026-09-05 15:21:29
20260905100051844,1,SMALL,2026-09-05 15:21:58
20260905100051845,4,SMALL,2026-09-05 15:22:27
20260905100051846,0,SMALL,2026-09-05 15:23:01
20260905100051847,8,BIG,2026-09-05 15:23:30
20260905100051848,7,BIG,2026-09-05 15:23:59
20260905100051849,7,BIG,2026-09-05 15:24:29
20260905100051850,3,SMALL,2026-09-05 15:24:58
20260905100051851,8,BIG,2026-09-05 15:25:31
20260905100051852,1,SMALL,2026-09-05 15:26:00
20260905100051853,3,SMALL,2026-09-05 15:26:30
20260905100051854,2,SMALL,2026-09-05 15:26:58
20260905100051855,5,BIG,2026-09-05 15:27:27
20260905100051856,3,SMALL,2026-09-05 15:28:01
20260905100051857,2,SMALL,2026-09-05 15:28:29
20260905100051858,0,SMALL,2026-09-05 15:28:58
20260905100051859,3,SMALL,2026-09-05 15:29:27
20260905100051860,3,SMALL,2026-09-05 15:30:01
20260905100051861,7,BIG,2026-09-05 15:30:30
20260905100051862,3,SMALL,2026-09-05 15:30:59
20260905100051863,8,BIG,2026-09-05 15:31:29
20260905100051864,2,SMALL,2026-09-05 15:31:58
20260905100051865,1,SMALL,2026-09-05 15:32:35
20260905100051866,3,SMALL,2026-09-05 15:33:00
20260905100051867,8,BIG,2026-09-05 15:33:29
20260905100051868,1,SMALL,2026-09-05 15:33:58
20260905100051869,3,SMALL,2026-09-05 15:34:27
20260905100051870,7,BIG,2026-09-05 15:35:01
20260905100051871,6,BIG,2026-09-05 15:35:29
20260905100051872,7,BIG,2026-09-05 15:36:02
20260905100051873,0,SMALL,2026-09-05 15:36:35
20260905100051874,6,BIG,2026-09-05 15:37:00
20260905100051875,0,SMALL,2026-09-05 15:37:30
20260905100051876,1,SMALL,2026-09-05 15:37:59
20260905100051877,7,BIG,2026-09-05 15:38:28
20260905100051878,6,BIG,2026-09-05 15:38:57
20260905100051879,9,BIG,2026-09-05 15:39:31
20260905100051880,3,SMALL,2026-09-05 15:40:00
20260905100051881,1,SMALL,2026-09-05 15:40:29
20260905100051882,1,SMALL,2026-09-05 15:40:58
20260905100051883,4,SMALL,2026-09-05 15:41:28
20260905100051884,1,SMALL,2026-09-05 15:42:01
20260905100051885,3,SMALL,2026-09-05 15:42:30
20260905100051886,1,SMALL,2026-09-05 15:42:59
20260905100051887,5,BIG,2026-09-05 15:43:28
20260905100051888,6,BIG,2026-09-05 15:43:57
20260905100051889,8,BIG,2026-09-05 15:44:31
20260905100051890,7,BIG,2026-09-05 15:45:00
20260905100051891,2,SMALL,2026-09-05 15:45:30
20260905100051892,7,BIG,2026-09-05 15:45:59
20260905100051893,2,SMALL,2026-09-05 15:46:27
20260905100051894,8,BIG,2026-09-05 15:47:01
20260905100051895,6,BIG,2026-09-05 15:47:30
20260905100051896,5,BIG,2026-09-05 15:47:59
20260905100051897,6,BIG,2026-09-05 15:48:28
20260905100051898,5,BIG,2026-09-05 15:48:57
20260905100051899,9,BIG,2026-09-05 15:49:31
20260905100051900,5,BIG,2026-09-05 15:50:00
20260905100051901,5,BIG,2026-09-05 15:50:29
20260905100051902,1,SMALL,2026-09-05 15:50:58
20260905100051903,8,BIG,2026-09-05 15:51:27
20260905100051904,1,SMALL,2026-09-05 15:52:05
20260905100051905,7,BIG,2026-09-05 15:52:30
20260905100051906,7,BIG,2026-09-05 15:52:59
20260905100051907,9,BIG,2026-09-05 15:53:28
20260905100051908,7,BIG,2026-09-05 15:53:58
20260905100051909,9,BIG,2026-09-05 15:54:31
20260905100051910,2,SMALL,2026-09-05 15:55:01
20260905100051911,5,BIG,2026-09-05 15:55:30
20260905100051912,0,SMALL,2026-09-05 15:55:58
20260905100051913,1,SMALL,2026-09-05 15:56:27
20260905100051914,1,SMALL,2026-09-05 15:57:01
20260905100051915,6,BIG,2026-09-05 15:57:30
20260905100051916,3,SMALL,2026-09-05 15:57:59
20260905100051917,6,BIG,2026-09-05 15:58:28
20260905100051918,3,SMALL,2026-09-05 15:58:57
20260905100051919,7,BIG,2026-09-05 15:59:31
20260905100051920,7,BIG,2026-09-05 16:00:01
20260905100051921,7,BIG,2026-09-05 16:00:30
20260905100051922,4,SMALL,2026-09-05 16:00:59
20260905100051923,6,BIG,2026-09-05 16:01:28
20260905100051924,5,BIG,2026-09-05 16:02:01
20260905100051925,6,BIG,2026-09-05 16:02:31
20260905100051926,6,BIG,2026-09-05 16:03:00
20260905100051927,2,SMALL,2026-09-05 16:03:29
20260905100051928,0,SMALL,2026-09-05 16:03:59
20260905100051929,5,BIG,2026-09-05 16:04:28
20260905100051930,2,SMALL,2026-09-05 16:04:57
20260905100051931,9,BIG,2026-09-05 16:05:31
20260905100051932,7,BIG,2026-09-05 16:06:00
20260905100051933,1,SMALL,2026-09-05 16:06:29
20260905100051934,8,BIG,2026-09-05 16:06:58
20260905100051935,2,SMALL,2026-09-05 16:07:28
20260905100051936,2,SMALL,2026-09-05 16:08:01
20260905100051937,2,SMALL,2026-09-05 16:08:31
20260905100051938,3,SMALL,2026-09-05 16:09:00
20260905100051939,7,BIG,2026-09-05 16:09:29
20260905100051940,9,BIG,2026-09-05 16:09:58
20260905100051941,3,SMALL,2026-09-05 16:10:28
20260905100051942,0,SMALL,2026-09-05 16:11:01
20260905100051943,3,SMALL,2026-09-05 16:11:30
20260905100051944,5,BIG,2026-09-05 16:11:59
20260905100051945,1,SMALL,2026-09-05 16:12:27
20260905100051946,5,BIG,2026-09-05 16:12:58
20260905100051947,9,BIG,2026-09-05 16:13:32
20260905100051948,5,BIG,2026-09-05 16:14:01
20260905100051949,3,SMALL,2026-09-05 16:14:30
20260905100051950,3,SMALL,2026-09-05 16:14:59
20260905100051951,4,SMALL,2026-09-05 16:15:28
20260905100051952,7,BIG,2026-09-05 16:15:57
20260905100051953,4,SMALL,2026-09-05 16:16:30
20260905100051954,3,SMALL,2026-09-05 16:16:59
20260905100051955,7,BIG,2026-09-05 16:17:28
20260905100051956,8,BIG,2026-09-05 16:18:02
20260905100051957,8,BIG,2026-09-05 16:18:31
20260905100051958,3,SMALL,2026-09-05 16:19:01
20260905100051959,9,BIG,2026-09-05 16:19:30
20260905100051960,0,SMALL,2026-09-05 16:19:59
20260905100051961,9,BIG,2026-09-05 16:20:28
20260905100051962,1,SMALL,2026-09-05 16:20:57
20260905100051963,5,BIG,2026-09-05 16:21:31
20260905100051964,2,SMALL,2026-09-05 16:22:00
20260905100051965,6,BIG,2026-09-05 16:22:29
20260905100051966,8,BIG,2026-09-05 16:22:58
20260905100051967,9,BIG,2026-09-05 16:23:28
20260905100051968,6,BIG,2026-09-05 16:23:58
20260905100051969,4,SMALL,2026-09-05 16:24:31
20260905100051970,9,BIG,2026-09-05 16:25:01
20260905100051971,1,SMALL,2026-09-05 16:25:30
20260905100051972,7,BIG,2026-09-05 16:25:59
20260905100051973,5,BIG,2026-09-05 16:26:28
20260905100051974,7,BIG,2026-09-05 16:27:01
20260905100051975,8,BIG,2026-09-05 16:27:30
20260905100051976,1,SMALL,2026-09-05 16:27:59
20260905100051977,7,BIG,2026-09-05 16:28:28
20260905100051978,5,BIG,2026-09-05 16:28:58
20260905100051979,3,SMALL,2026-09-05 16:29:27
20260905100051980,7,BIG,2026-09-05 16:30:01
20260905100051981,7,BIG,2026-09-05 16:30:31
20260905100051982,6,BIG,2026-09-05 16:31:00
20260905100051983,0,SMALL,2026-09-05 16:31:29
20260905100051984,9,BIG,2026-09-05 16:31:58
20260905100051985,6,BIG,2026-09-05 16:32:28
20260905100051986,3,SMALL,2026-09-05 16:33:02
20260905100051987,1,SMALL,2026-09-05 16:33:31
20260905100051988,2,SMALL,2026-09-05 16:34:00
20260905100051989,7,BIG,2026-09-05 16:34:29
20260905100051990,3,SMALL,2026-09-05 16:34:58
20260905100051991,8,BIG,2026-09-05 16:35:31
20260905100051992,3,SMALL,2026-09-05 16:36:00
20260905100051993,3,SMALL,2026-09-05 16:36:29
20260905100051994,8,BIG,2026-09-05 16:36:58
20260905100051995,0,SMALL,2026-09-05 16:37:32
20260905100051996,3,SMALL,2026-09-05 16:38:01
20260905100051997,2,SMALL,2026-09-05 16:38:30
20260905100051998,9,BIG,2026-09-05 16:38:59
20260905100051999,2,SMALL,2026-09-05 16:39:27
20260905100052000,0,SMALL,2026-09-05 16:40:01
20260905100052001,8,BIG,2026-09-05 16:40:30
20260905100052002,8,BIG,2026-09-05 16:40:59
20260905100052003,8,BIG,2026-09-05 16:41:28
20260905100052004,5,BIG,2026-09-05 16:41:57
20260905100052005,8,BIG,2026-09-05 16:42:31
20260905100052006,2,SMALL,2026-09-05 16:43:00
20260905100052007,1,SMALL,2026-09-05 16:43:29
20260905100052008,7,BIG,2026-09-05 16:43:59
20260905100052009,2,SMALL,2026-09-05 16:44:28
20260905100052010,1,SMALL,2026-09-05 16:44:57
20260905100052011,7,BIG,2026-09-05 16:45:31
20260905100052012,7,BIG,2026-09-05 16:46:00
20260905100052013,2,SMALL,2026-09-05 16:46:28
20260905100052014,4,SMALL,2026-09-05 16:46:57
20260905100052015,0,SMALL,2026-09-05 16:47:31
20260905100052016,5,BIG,2026-09-05 16:48:00
20260905100052017,4,SMALL,2026-09-05 16:48:29
20260905100052018,4,SMALL,2026-09-05 16:48:58
20260905100052019,2,SMALL,2026-09-05 16:49:31
20260905100052020,3,SMALL,2026-09-05 16:50:00
20260905100052021,8,BIG,2026-09-05 16:50:29
20260905100052022,1,SMALL,2026-09-05 16:50:58
20260905100052023,0,SMALL,2026-09-05 16:51:31
20260905100052024,8,BIG,2026-09-05 16:52:00
20260905100052025,0,SMALL,2026-09-05 16:52:29
20260905100052026,4,SMALL,2026-09-05 16:52:58
20260905100052027,9,BIG,2026-09-05 16:53:27
20260905100052028,7,BIG,2026-09-05 16:54:01
20260905100052029,3,SMALL,2026-09-05 16:54:30
20260905100052030,5,BIG,2026-09-05 16:55:03
20260905100052031,9,BIG,2026-09-05 16:55:27
20260905100052032,3,SMALL,2026-09-05 16:56:01
20260905100052033,2,SMALL,2026-09-05 16:56:30
20260905100052034,8,BIG,2026-09-05 16:56:59
20260905100052035,8,BIG,2026-09-05 16:57:28
20260905100052036,7,BIG,2026-09-05 16:57:58
20260905100052037,8,BIG,2026-09-05 16:58:31
20260905100052038,1,SMALL,2026-09-05 16:59:00
20260905100052039,8,BIG,2026-09-05 16:59:30
20260905100052040,3,SMALL,2026-09-05 16:59:58
20260905100052041,1,SMALL,2026-09-05 17:00:28
20260905100052042,5,BIG,2026-09-05 17:00:59
20260905100052043,5,BIG,2026-09-05 17:01:29
20260905100052044,4,SMALL,2026-09-05 17:01:58
20260905100052045,2,SMALL,2026-09-05 17:02:27
20260905100052046,8,BIG,2026-09-05 17:02:57
20260905100052047,5,BIG,2026-09-05 17:03:31
20260905100052048,7,BIG,2026-09-05 17:04:01
20260905100052049,1,SMALL,2026-09-05 17:04:30
20260905100052050,5,BIG,2026-09-05 17:05:00
20260905100052051,3,SMALL,2026-09-05 17:05:29
20260905100052052,4,SMALL,2026-09-05 17:05:58
20260905100052053,5,BIG,2026-09-05 17:06:28
20260905100052054,5,BIG,2026-09-05 17:07:02
20260905100052055,8,BIG,2026-09-05 17:07:31
20260905100052056,3,SMALL,2026-09-05 17:08:00
20260905100052057,2,SMALL,2026-09-05 17:08:30
20260905100052058,9,BIG,2026-09-05 17:08:59
20260905100052059,9,BIG,2026-09-05 17:09:29
20260905100052060,8,BIG,2026-09-05 17:09:58
20260905100052061,1,SMALL,2026-09-05 17:10:27
20260905100052062,3,SMALL,2026-09-05 17:11:01
20260905100052063,2,SMALL,2026-09-05 17:11:31
20260905100052064,0,SMALL,2026-09-05 17:11:59
20260905100052065,5,BIG,2026-09-05 17:12:28
20260905100052066,0,SMALL,2026-09-05 17:13:02
20260905100052067,1,SMALL,2026-09-05 17:13:31
20260905100052068,2,SMALL,2026-09-05 17:14:00
20260905100052069,4,SMALL,2026-09-05 17:14:29
20260905100052070,8,BIG,2026-09-05 17:14:59
20260905100052071,5,BIG,2026-09-05 17:15:28
20260905100052072,0,SMALL,2026-09-05 17:15:58
20260905100052073,7,BIG,2026-09-05 17:16:32
20260905100052074,7,BIG,2026-09-05 17:17:01
20260905100052075,3,SMALL,2026-09-05 17:17:31
20260905100052076,4,SMALL,2026-09-05 17:18:00
20260905100052077,4,SMALL,2026-09-05 17:18:29
20260905100052078,7,BIG,2026-09-05 17:18:58
20260905100052079,5,BIG,2026-09-05 17:19:27
20260905100052080,0,SMALL,2026-09-05 17:20:01
20260905100052081,5,BIG,2026-09-05 17:20:30
20260905100052082,2,SMALL,2026-09-05 17:20:59
20260905100052083,2,SMALL,2026-09-05 17:21:29
20260905100052084,1,SMALL,2026-09-05 17:21:58
20260905100052085,5,BIG,2026-09-05 17:22:31
20260905100052086,9,BIG,2026-09-05 17:23:01
20260905100052087,8,BIG,2026-09-05 17:23:30
20260905100052088,7,BIG,2026-09-05 17:23:58
20260905100052089,6,BIG,2026-09-05 17:24:28
20260905100052090,9,BIG,2026-09-05 17:24:57
20260905100052091,0,SMALL,2026-09-05 17:25:31
20260905100052092,2,SMALL,2026-09-05 17:26:01
20260905100052093,0,SMALL,2026-09-05 17:26:31
20260905100052094,7,BIG,2026-09-05 17:27:00
20260905100052095,4,SMALL,2026-09-05 17:27:30
20260905100052096,0,SMALL,2026-09-05 17:27:59
20260905100052097,1,SMALL,2026-09-05 17:28:29
20260905100052098,2,SMALL,2026-09-05 17:28:59
20260905100052099,8,BIG,2026-09-05 17:29:28
20260905100052100,9,BIG,2026-09-05 17:30:01
20260905100052101,6,BIG,2026-09-05 17:30:31
20260905100052102,9,BIG,2026-09-05 17:31:04
